0,W,n,n,n,n
1,W,n,n,n,n
2,W,n,n,n,n
3,W,n,n,n,n
4,W,n,n,n,n
5,W,n,n,n,n
6,W,n,n,n,n
7,W,n,n,n,n
8,W,n,n,n,n
9,W,n,n,n,n
10,W,n,n,n,n
11,W,n,n,n,n
12,W,n,n,n,n
13,W,n,n,n,n
14,W,n,n,n,n
15,W,n,n,n,n
16,W,n,n,n,n
17,W,n,n,n,n
18,W,n,n,n,n
19,W,n,n,n,n
20,W,n,n,n,n
21,W,n,n,n,n
22,W,n,n,n,n
23,W,n,n,n,n
24,W,n,n,n,n
25,W,n,n,n,n
26,W,n,n,n,n
27,W,n,n,n,n
28,W,n,n,n,n
29,W,n,n,n,n
30,W,n,n,n,n
31,W,n,n,n,n
32,W,n,n,n,n
33,W,n,n,n,n
34,W,n,n,n,n
35,W,n,n,n,n
36,W,n,n,n,n
37,W,n,n,n,n
38,W,n,n,n,n
39,W,n,n,n,n
40,W,n,n,n,n
41,W,n,n,n,n
42,O,p,15,44,n
43,O,p,15,44,n
44,O,p,15,44,n
45,O,p,15,44,n
46,O,p,15,44,n
47,O,p,15,44,n
48,O,p,15,44,n
49,O,p,15,44,n
50,O,p,15,44,n
51,O,p,15,44,n
52,O,p,15,44,n
53,O,p,15,44,n
54,O,p,15,44,n
55,O,p,15,44,n
56,O,p,15,44,n
57,O,p,15,44,n
58,O,p,15,44,n
59,O,p,15,44,n
60,O,p,15,44,n
61,O,p,15,44,n
62,O,p,15,44,n
63,O,p,15,44,n
64,O,p,15,44,n
65,O,p,15,44,n
66,O,p,15,44,n
67,O,p,15,44,n
68,O,p,15,44,n
69,O,p,15,44,n
70,O,p,15,44,n
71,O,p,15,44,n
72,O,p,15,44,n
73,O,p,15,44,n
74,O,p,15,44,n
75,O,p,15,44,n
76,O,p,15,44,n
77,O,p,15,44,n
78,O,p,15,44,n
79,O,p,15,44,n
80,O,p,15,44,n
81,O,p,15,44,n
82,O,p,15,44,n
83,O,p,15,44,n
84,O,p,15,44,n
85,O,p,15,44,n
86,O,p,15,44,n
87,O,p,15,44,n
88,O,p,15,44,n
89,O,p,15,44,n
90,O,p,15,44,n
91,O,p,15,44,n
92,O,p,15,44,n
93,O,p,15,44,n
94,O,p,15,44,n
95,O,p,15,44,n
96,O,p,15,44,n
97,O,p,15,44,n
98,O,p,15,44,n
99,O,p,15,44,n
100,O,p,15,44,n
101,O,p,15,44,n
102,O,p,15,44,n
103,O,p,15,44,n
104,O,p,15,44,n
105,O,p,15,44,n
106,O,p,15,44,n
107,O,p,15,44,n
108,O,p,15,44,n
109,O,p,15,44,n
110,O,p,15,44,n
111,O,p,15,44,n
112,O,p,15,44,n
113,O,p,15,44,n
114,O,p,15,44,n
115,O,p,15,44,n
116,O,p,15,44,n
117,O,p,15,44,n
118,O,p,15,44,n
119,O,p,15,44,n
120,O,p,15,44,n
121,O,p,15,44,n
122,O,p,15,44,n
123,O,p,15,44,n
124,O,p,15,44,n
125,O,p,15,44,n
126,O,p,15,44,n
127,O,p,15,44,n
128,O,p,15,44,n
129,O,p,15,44,n
130,O,p,15,44,n
131,O,p,15,44,n
132,O,p,15,44,n
133,O,p,15,44,n
134,O,p,15,44,n
135,O,p,15,44,n
136,O,p,15,44,n
137,O,p,15,44,n
138,O,p,15,44,n
139,O,p,15,44,n
140,O,p,15,44,n
141,O,p,15,44,n
142,O,p,15,44,n
143,O,p,15,44,n
144,O,p,15,44,n
145,O,p,15,44,n
146,O,p,15,44,n
147,O,p,15,44,n
148,O,p,15,44,n
149,O,p,15,44,n
150,O,p,15,44,n
151,O,p,15,44,n
152,O,p,15,44,n
153,O,p,15,44,n
154,O,p,15,44,n
155,O,p,15,44,n
156,O,p,15,44,n
157,O,p,15,44,n
158,O,p,15,44,n
159,O,p,15,44,n
160,R,n,n,n,n
161,R,n,n,n,n
162,R,n,n,n,n
163,R,n,n,n,n
164,R,n,n,n,n
165,R,n,n,n,n
166,R,n,n,n,n
167,R,n,n,n,n
168,R,n,n,n,n
169,R,n,n,n,n
170,R,n,n,n,n
171,R,n,n,n,n
172,R,n,n,n,n
173,R,n,n,n,n
174,R,n,n,n,n
175,R,n,n,n,n
176,R,n,n,n,n
177,R,n,n,n,n
178,R,n,n,n,n
179,R,n,n,n,n
180,R,n,n,n,n
181,R,n,n,n,n
182,R,n,n,n,n
183,R,n,n,n,n
184,R,n,n,n,n
185,R,n,n,n,n
186,R,n,n,n,n
187,R,n,n,n,n
188,R,n,n,n,n
189,R,n,n,n,n
190,R,n,n,n,n
191,R,n,n,n,n
192,R,n,n,n,n
193,R,n,n,n,n
194,R,n,n,n,n
195,R,n,n,n,n
196,R,n,n,n,n
197,R,n,n,n,n
198,R,n,n,n,n
199,R,n,n,n,n
200,R,n,n,n,n
201,R,n,n,n,n
202,R,n,n,n,n
203,R,n,n,n,n
204,R,n,n,n,n
205,R,n,n,n,n
206,R,n,n,n,n
207,R,n,n,n,n
208,R,n,n,n,n
209,R,n,n,n,n
210,R,n,n,n,n
211,R,n,n,n,n
212,R,n,n,n,n
213,R,n,n,n,n
214,R,n,n,n,n
215,R,n,n,n,n
216,R,n,n,n,n
217,R,n,n,n,n
218,R,n,n,n,n
219,R,n,n,n,n
220,R,n,n,n,n
221,R,n,n,n,n
222,R,n,n,n,n
223,R,n,n,n,n
224,R,n,n,n,n
225,R,n,n,n,n
226,R,n,n,n,n
227,R,n,n,n,n
228,R,n,n,n,n
229,R,n,n,n,n
230,R,n,n,n,n
231,R,n,n,n,n
232,R,n,n,n,n
233,R,n,n,n,n
234,R,n,n,n,n
235,R,n,n,n,n
236,R,n,n,n,n
237,R,n,n,n,n
238,R,n,n,n,n
239,R,n,n,n,n
240,R,n,n,n,n
241,R,n,n,n,n
242,R,n,n,n,n
243,R,n,n,n,n
244,R,n,n,n,n
245,R,n,n,n,n
246,R,n,n,n,n
247,R,n,n,n,n
