0,W,n,n,n,n,0
1,W,n,n,n,n,0
2,W,n,n,n,n,0
3,W,n,n,n,n,0
4,W,n,n,n,n,0
5,W,n,n,n,n,0
6,W,n,n,n,n,0
7,W,n,n,n,n,0
8,W,n,n,n,n,0
9,W,n,n,n,n,0
10,Y,n,n,n,n,1
11,Y,n,n,n,n,1
12,Y,n,n,n,n,1
13,Y,n,n,n,n,1
14,Y,n,n,n,n,1
15,Y,n,n,n,n,1
16,Y,n,n,n,n,1
17,Y,n,n,n,n,1
18,Y,n,n,n,n,1
19,Y,n,n,n,n,1
20,Y,n,n,n,n,1
21,Y,n,n,n,n,1
22,Y,n,n,n,n,1
23,Y,n,n,n,n,1
24,Y,n,n,n,n,1
25,Y,n,n,n,n,1
26,Y,n,n,n,n,1
27,Y,n,n,n,n,1
28,Y,n,n,n,n,1
29,Y,n,n,n,n,1
30,Y,n,n,n,n,1
31,Y,n,n,n,n,1
32,Y,n,n,n,n,1
33,Y,n,n,n,n,1
34,Y,n,n,n,n,1
35,Y,n,n,n,n,1
36,Y,n,n,n,n,1
37,Y,n,n,n,n,1
38,Y,n,n,n,n,1
39,Y,n,n,n,n,1
40,Y,n,n,n,n,1
41,Y,n,n,n,n,1
42,Y,n,n,n,n,1
43,Y,n,n,n,n,1
44,Y,n,n,n,n,1
45,Y,n,n,n,n,1
46,Y,n,n,n,n,1
47,Y,n,n,n,n,1
48,Y,n,n,n,n,1
49,Y,n,n,n,n,1
50,Y,n,n,n,n,1
51,Y,n,n,n,n,1
52,Y,n,n,n,n,1
53,Y,n,n,n,n,1
54,Y,n,n,n,n,1
55,Y,n,n,n,n,1
56,Y,n,n,n,n,1
57,Y,n,n,n,n,1
58,Y,n,n,n,n,1
59,Y,n,n,n,n,1
60,Y,n,n,n,n,1
61,Y,n,n,n,n,1
62,Y,n,n,n,n,1
63,Y,n,n,n,n,1
64,Y,n,n,n,n,1
65,Y,n,n,n,n,1
66,Y,n,n,n,n,1
67,Y,n,n,n,n,1
68,Y,n,n,n,n,1
69,Y,n,n,n,n,1
70,Y,n,n,n,n,1
71,Y,n,n,n,n,1
72,Y,n,n,n,n,1
73,Y,n,n,n,n,1
74,Y,n,n,n,n,1
75,Y,n,n,n,n,1
76,Y,n,n,n,n,1
77,Y,n,n,n,n,1
78,Y,n,n,n,n,1
79,Y,n,n,n,n,1
80,Y,n,n,n,n,1
81,Y,n,n,n,n,1
82,Y,n,n,n,n,1
83,Y,n,n,n,n,1
84,Y,n,n,n,n,1
85,Y,n,n,n,n,1
86,Y,n,n,n,n,1
87,Y,n,n,n,n,1
88,Y,n,n,n,n,1
89,Y,n,n,n,n,1
90,Y,n,n,n,n,1
91,Y,n,n,n,n,1
92,Y,n,n,n,n,1
93,Y,n,n,n,n,1
94,Y,n,n,n,n,1
95,Y,n,n,n,n,1
96,Y,n,n,n,n,1
97,Y,n,n,n,n,1
98,Y,n,n,n,n,1
99,Y,n,n,n,n,1
100,W,n,n,n,n,0
101,W,n,n,n,n,0
102,W,n,n,n,n,0
103,W,n,n,n,n,0
104,W,n,n,n,n,0
105,W,n,n,n,n,0
106,W,n,n,n,n,0
107,W,n,n,n,n,0
108,W,n,n,n,n,0
109,W,n,n,n,n,0
110,W,n,n,n,n,0
111,W,n,n,n,n,0
112,W,n,n,n,n,0
113,W,n,n,n,n,0
114,W,n,n,n,n,0
115,W,n,n,n,n,0
116,W,n,n,n,n,0
117,W,n,n,n,n,0
118,W,n,n,n,n,0
119,W,n,n,n,n,0
120,W,n,n,n,n,0
121,W,n,n,n,n,0
